n,Year_Month,citizen_ge,visitor_type_en,pa_ge,pa_en,visits
2504,2019-06,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,282
2505,2019-07,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,416
2506,2019-08,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,1039
2507,2019-09,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,574
2508,2019-10,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,196
2509,2019-11,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,131
2510,2019-12,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,35
2511,2020-01,ქართველი,Domestic,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,201
2512,2020-02,ქართველი,Domestic,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,320
2513,2020-03,ქართველი,Domestic,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,125
2514,2020-06,ქართველი,Domestic,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,89
2515,2020-07,ქართველი,Domestic,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,741
2516,2020-08,ქართველი,Domestic,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,640
2517,2020-09,ქართველი,Domestic,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,271
2518,2020-10,ქართველი,Domestic,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,164
2519,2020-01,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,27
2520,2020-02,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,47
2521,2020-03,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,5
2522,2020-06,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,35
2523,2020-07,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,91
2524,2020-08,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,40
2525,2020-09,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,10
2526,2020-10,უცხოელი,International,ქობულეთის დაცული ტერიტორიები,Kobuleti Protected Areas,5
2527,2014-07,ქართველი,Domestic,ჯავახეთის დაცული ტერიტორიები,Javakheti Protected Areas,270
2528,2014-08,ქართველი,Domestic,ჯავახეთის დაცული ტერიტორიები,Javakheti Protected Areas,197
2529,2014-09,ქართველი,Domestic,ჯავახეთის დაცული ტერიტორიები,Javakheti Protected Areas,189
2530,2014-10,ქართველი,Domestic,ჯავახეთის დაცული ტერიტორიები,Javakheti Protected Areas,16
